FT,ToD,DoW,MO,Dc1,Dc3,Dr1,Dr3,Mc1,Mc3,Mr1,Mr3
1728378000000,300,2,0,up,up,0.01,0.43,nm,mv,0.0432,1.0971
1728378300000,305,2,0,dn,up,-0.17,0.49,mv,mv,0.7724,1.2344
1728378600000,310,2,0,up,up,0.59,0.8,mv,mv,2.419,2.1652
1728378900000,315,2,0,up,up,0.07,0.13,nm,nm,0.2329,0.3959
1728379200000,320,2,0,up,up,0.14,0.03,nm,nm,0.4623,0.0912
1728379500000,325,2,0,dn,up,-0.08,0.06,nm,nm,0.2714,0.1706
1728379800000,330,2,0,dn,up,-0.03,0.03,nm,nm,0.1232,0.096
1728380100000,335,2,0,up,up,0.17,0.17,mv,nm,0.6905,0.5425
1728380400000,340,2,0,dn,dn,-0.11,-0.09,nm,nm,0.5042,0.2939
1728380700000,345,2,0,up,up,0.11,0.11,nm,nm,1.0292,0.3666
1728381000000,350,2,0,dn,up,-0.09,0.1,nm,nm,0.8141,0.335
1728381300000,355,2,0,up,up,0.09,0.27,nm,mv,0.8432,0.8883
1728381600000,360,2,0,up,up,0.1,0.07,nm,nm,0.9468,0.2324
1728381900000,365,2,0,up,dn,0.08,-0.2,nm,mv,0.7562,0.7708
1728382200000,370,2,0,dn,dn,-0.11,-0.17,nm,nm,1.1885,0.655
1728382500000,375,2,0,dn,dn,-0.17,-0.45,mv,mv,1.8367,1.7026
1728382800000,380,2,0,up,dn,0.11,-0.26,nm,mv,1.0046,0.9342
1728383100000,385,2,0,dn,dn,-0.39,-0.5,mv,mv,3.4668,1.6982
1728383400000,390,2,0,up,up,0.02,0.28,nm,mv,0.1102,0.9204
1728383700000,395,2,0,dn,up,-0.13,0.49,nm,mv,0.7575,1.666
1728384000000,400,2,0,up,up,0.39,0.74,mv,mv,2.4858,2.3696
1728384300000,405,2,0,up,up,0.23,0.3,mv,mv,0.942,0.9865
1728384600000,410,2,0,up,up,0.12,0.03,nm,nm,0.4783,0.0986
1728384900000,415,2,0,dn,dn,-0.05,-0.39,nm,mv,0.1989,1.3172
1728385200000,420,2,0,dn,dn,-0.04,-0.16,nm,nm,0.229,0.531
1728385500000,425,2,0,dn,dn,-0.3,-0.29,mv,mv,1.6627,0.9625
1728385800000,430,2,0,up,up,0.18,0.22,mv,mv,0.8144,0.6918
1728386100000,435,2,0,dn,up,-0.17,0.32,mv,mv,0.954,0.997
1728386400000,440,2,0,up,up,0.21,0.28,mv,mv,1.2919,0.8584
1728386700000,445,2,0,up,up,0.28,0.02,mv,nm,1.5544,0.0607
1728387000000,450,2,0,dn,dn,-0.21,-0.15,mv,nm,0.9879,0.4458
1728387300000,455,2,0,dn,up,-0.05,0.07,nm,nm,0.2172,0.2051
1728387600000,460,2,0,up,up,0.11,0.08,nm,nm,0.5734,0.2379
1728387900000,465,2,0,up,up,0.01,0.09,nm,nm,0.0541,0.2661
1728388200000,470,2,0,dn,dn,-0.04,-0.2485,nm,mv,0.2443,0.7424
1728388500000,475,2,0,up,dn,0.12,-0.25,nm,mv,0.7938,0.7537
1728388800000,480,2,0,dn,dn,-0.3285,-0.4,mv,mv,2.954,1.2896
1728389100000,485,2,0,dn,up,-0.0415,0.0278,nm,nm,0.2784,0.0898
1728389400000,490,2,0,dn,dn,-0.03,-0.05,nm,nm,0.2015,0.1732
1728389700000,495,2,0,up,up,0.0993,0.06,nm,nm,0.7313,0.1973
1728390000000,500,2,0,dn,up,-0.1193,0.0807,nm,nm,0.8159,0.2841
1728390300000,505,2,0,up,up,0.08,0.01,nm,nm,0.5353,0.0448
1728390600000,510,2,0,up,dn,0.12,-0.06,mv,nm,0.8424,0.2855
1728390900000,515,2,0,dn,dn,-0.19,-0.059,mv,nm,2.1806,0.2791
1728391200000,520,2,0,up,up,0.01,0.04,nm,nm,0.0857,0.2067
1728391500000,525,2,1,up,up,0.121,0.15,mv,nm,1.0408,0.7864
1728391800000,530,2,1,dn,dn,-0.091,-0.021,nm,nm,0.761,0.1174
1728392100000,535,2,1,up,up,0.12,0.2004,mv,mv,1.0425,1.1696
1728392400000,540,2,1,dn,up,-0.05,0.26,nm,mv,0.4163,1.6549
1728392700000,545,2,1,up,up,0.1304,0.182,mv,mv,1.1667,1.3034
1728393000000,550,2,1,up,up,0.1796,0.5096,mv,mv,2.0229,3.4135
1728393300000,555,2,1,dn,dn,-0.128,-0.36,mv,mv,1.2688,2.2606
1728393600000,560,2,1,up,dn,0.458,-0.302,mv,mv,3.8143,1.8412
1728393900000,565,2,1,dn,dn,-0.69,-0.48,mv,mv,3.7033,2.3952
1728394200000,570,2,1,dn,up,-0.07,0.32,nm,mv,0.1977,1.4646
1728394500000,575,2,1,up,up,0.28,0.7401,mv,mv,0.7899,3.3303
1728394800000,580,2,1,up,up,0.11,0.7803,nm,mv,0.298,3.224
1728395100000,585,2,1,up,up,0.3501,1.1516,mv,mv,0.9604,4.9231
1728395400000,590,2,1,up,up,0.3202,0.5949,mv,mv,0.84,2.0864
1728395700000,595,2,1,up,dn,0.4813,-0.1113,mv,nm,1.3335,0.3409
1728396000000,600,2,1,dn,dn,-0.2066,-0.4916,mv,mv,1.1573,1.2192
1728396300000,605,2,1,dn,dn,-0.386,-0.445,mv,mv,1.7471,1.0758
1728396600000,610,2,1,up,up,0.101,0.231,nm,mv,0.3232,0.553
1728396900000,615,2,1,dn,up,-0.16,0.3699,mv,mv,0.512,0.8344
1728397200000,620,2,1,up,up,0.29,0.5,mv,mv,0.951,1.0801
1728397500000,625,2,1,up,up,0.2399,1.07,mv,mv,0.799,2.3139
1728397800000,630,2,1,dn,up,-0.0299,0.9001,nm,mv,0.121,1.9363
1728398100000,635,2,1,up,up,0.86,0.715,mv,mv,3.6847,1.5277
1728398400000,640,2,1,up,dn,0.07,-0.12,nm,nm,0.215,0.236
1728398700000,645,2,1,dn,dn,-0.215,-0.01,mv,nm,0.6563,0.0189
1728399000000,650,2,1,up,up,0.025,0.0649,nm,nm,0.0739,0.1207
1728399300000,655,2,1,up,dn,0.18,-0.29,mv,mv,0.5272,0.5325
1728399600000,660,2,1,dn,dn,-0.1401,-0.425,nm,mv,0.4124,0.8059
1728399900000,665,2,1,dn,dn,-0.3299,-0.2899,mv,mv,0.9381,0.5679
1728400200000,670,2,1,up,up,0.045,0.32,nm,mv,0.2566,0.6457
1728400500000,675,2,1,dn,up,-0.005,0.195,nm,nm,0.029,0.3714
1728400800000,680,2,1,up,up,0.28,0.3,mv,mv,1.7415,0.5671
1728401100000,685,2,1,dn,up,-0.08,0.07,nm,nm,0.399,0.1365
1728401400000,690,2,1,up,up,0.1,0.16,nm,nm,0.539,0.3486
1728401700000,695,2,1,up,up,0.05,0.3905,nm,mv,0.2701,0.8715
1728402000000,700,2,1,up,up,0.01,0.365,nm,mv,0.09,0.8214
1728402300000,705,2,1,up,dn,0.3305,-0.13,mv,nm,2.9285,0.3121
1728402600000,710,2,1,up,dn,0.0245,-0.5805,nm,mv,0.1683,1.4906
1728402900000,715,2,1,dn,dn,-0.485,-0.565,mv,mv,3.8087,1.4463
1728403200000,720,2,1,dn,up,-0.12,0.02,nm,nm,0.4916,0.0503
1728403500000,725,2,1,up,up,0.04,0.015,nm,nm,0.1642,0.0349
1728403800000,730,2,1,up,up,0.1,0.32,nm,mv,0.4114,0.8049
1728404100000,735,2,1,dn,up,-0.125,0.17,nm,nm,0.504,0.4981
1728404400000,740,2,1,up,up,0.345,0.385,mv,mv,1.7849,1.3022
1728404700000,745,2,1,dn,up,-0.05,0.01,nm,nm,0.1972,0.0328
1728405000000,750,2,1,up,dn,0.09,-0.25,nm,mv,0.5561,0.8125
1728405300000,755,2,1,dn,dn,-0.03,-0.18,nm,nm,0.2037,0.5632
1728405600000,760,2,1,dn,dn,-0.31,-0.17,mv,nm,2.0441,0.5476
1728405900000,765,2,1,up,dn,0.16,-0.21,mv,nm,0.798,0.7041
1728406200000,770,2,1,dn,dn,-0.02,-1.0999,nm,mv,0.0989,3.7632
1728406500000,775,2,1,dn,dn,-0.35,-0.6,mv,mv,2.3839,2.0743
1728406800000,780,2,1,dn,dn,-0.7299,-0.52,mv,mv,3.8263,1.7855
1728407100000,785,2,1,up,up,0.4799,0.4599,mv,mv,1.6538,1.2204
1728407400000,790,2,1,dn,dn,-0.27,-0.05,mv,nm,0.6937,0.127
1728407700000,795,2,1,up,up,0.25,0.36,mv,mv,0.6471,0.9027
1728408000000,800,2,1,dn,up,-0.03,0.0301,nm,nm,0.0753,0.0745
1728408300000,805,2,1,up,up,0.14,0.22,nm,nm,0.3516,0.5698
1728408600000,810,2,1,dn,dn,-0.0799,0,nm,nm,0.2046,0
1728408900000,815,2,1,up,up,0.1599,0.2099,mv,nm,0.6596,0.5363
1728409200000,820,2,1,dn,up,-0.08,0.3057,nm,mv,0.458,0.802
1728409500000,825,2,1,up,up,0.13,0.48,nm,mv,1.0082,1.26
1728409800000,830,2,1,up,up,0.2557,0.31,mv,mv,2.4352,0.8037
1728410100000,835,2,1,up,up,0.0943,0.1685,nm,nm,0.7527,0.4377
1728410400000,840,2,1,dn,up,-0.04,0.09,nm,nm,0.3246,0.2244
1728410700000,845,2,1,up,up,0.1142,0.12,nm,nm,0.9909,0.3022
1728411000000,850,2,1,up,up,0.0158,0.0359,nm,nm,0.1416,0.0898
1728411300000,855,2,1,dn,up,-0.01,0.06,nm,nm,0.1075,0.1511
1728411600000,860,2,1,up,up,0.0301,0.65,nm,mv,0.305,1.6421
1728411900000,865,2,1,up,up,0.0399,0.4135,nm,mv,0.732,1.0507
1728412200000,870,2,1,up,up,0.58,0.47,mv,mv,12.1205,1.2059
1728412500000,875,2,1,dn,up,-0.2064,0.02,mv,nm,1.0042,0.0658
1728412800000,880,2,1,up,up,0.0964,0.3564,nm,mv,0.4002,1.4066
1728413100000,885,2,1,up,up,0.13,0.08,nm,nm,0.5429,0.4105
1728413400000,890,2,1,up,dn,0.13,-0.1,nm,nm,0.5519,0.5169
1728413700000,895,2,1,dn,dn,-0.18,-0.16,mv,nm,0.7735,0.8668
1728414000000,900,2,1,dn,up,-0.05,0.34,nm,mv,0.1927,1.8327
1728414300000,905,2,1,up,up,0.07,0.37,nm,mv,0.496,1.8956
1728414600000,910,2,1,up,up,0.32,0.3,mv,mv,2.8346,1.4063
1728414900000,915,2,1,dn,up,-0.02,0.42,nm,mv,0.1279,1.9975
1728415200000,920,2,1,dn,up,0,0.74,nm,mv,0,3.4698
1728415500000,925,2,1,up,up,0.44,0.55,mv,mv,2.8874,2.5804
1728415800000,930,2,1,up,up,0.3,0.13,mv,nm,1.6131,0.6204
1728416100000,935,2,1,dn,dn,-0.19,-0.06,mv,nm,1.0793,0.2492
1728416400000,940,2,1,up,dn,0.02,-0.28,nm,mv,0.0891,1.1207
1728416700000,945,2,0,up,dn,0.11,-0.69,nm,mv,0.5185,2.777
1728417000000,950,2,0,dn,dn,-0.41,-0.51,mv,mv,1.9883,1.9797
1728417300000,955,2,0,dn,dn,-0.39,-0.05,mv,nm,1.3673,0.1775
1728417600000,960,2,0,up,up,0.29,0.17,mv,nm,1.1141,0.4832
1728417900000,965,2,0,up,dn,0.05,-0.1205,nm,nm,0.194,0.3267
1728418200000,970,2,0,dn,dn,-0.17,-0.08,mv,nm,0.6575,0.2195
1728418500000,975,2,0,dn,up,-0.0005,0.09,nm,nm,0.0019,0.2541
1728418800000,980,2,0,up,up,0.0905,0.1705,nm,nm,0.3647,0.4774
1728419100000,985,2,0,dn,up,0,0.16,nm,nm,0,0.4538
1728419400000,990,2,0,up,up,0.08,0.15,nm,nm,0.5844,0.4254
1728419700000,995,2,0,up,dn,0.08,-0.01,nm,nm,0.9179,0.0285
1728420000000,1000,2,0,dn,dn,-0.01,-0.26,nm,mv,0.1109,0.7492
1728420300000,1005,2,0,dn,dn,-0.08,-0.35,nm,mv,1.8281,1.0228
1728420600000,1010,2,0,dn,dn,-0.17,-0.22,mv,mv,2.7341,0.656
1728420900000,1015,2,0,dn,dn,-0.1,-0.1,nm,nm,1.1355,0.2962
1728421200000,1020,2,0,up,up,0.05,0.17,nm,nm,0.5395,0.5088
1728421500000,1025,2,0,dn,up,-0.05,0.1,nm,nm,0.5743,0.3545
1728421800000,1030,2,0,up,up,0.17,0.1,mv,nm,2.4537,0.4182
1728422100000,1035,2,0,dn,dn,-0.02,-0.15,nm,nm,0.1803,0.6213
1728422400000,1040,2,0,dn,dn,-0.05,-0.09,nm,nm,0.4603,0.3663
1728422700000,1045,2,0,dn,up,-0.08,0.02,nm,nm,0.9058,0.0816
1728423000000,1050,2,0,up,up,0.04,0.06,nm,nm,0.4718,0.3071
1728423300000,1055,2,0,up,up,0.06,0.06,nm,nm,0.7147,0.3753
1728423600000,1060,2,0,dn,dn,-0.04,0,nm,nm,0.4839,0
1728423900000,1065,2,0,up,dn,0.04,-0.03,nm,nm,0.8068,0.1939
1728424200000,1070,2,0,dn,dn,0,-0.102,nm,nm,0,0.6634
1728424500000,1075,2,0,dn,dn,-0.07,-0.0497,nm,nm,1.4126,0.3252
1728424800000,1080,2,0,dn,dn,-0.032,-0.02,nm,nm,0.6835,0.1323
1728425100000,1085,2,0,up,up,0.0523,0.032,nm,nm,1.1491,0.2198
1728425400000,1090,2,0,dn,dn,-0.0403,-0.0703,nm,nm,0.9226,0.5081
1728425700000,1095,2,0,up,dn,0.02,-0.13,nm,nm,0.4575,0.9944
1728426000000,1100,2,0,dn,dn,-0.05,-0.2,nm,mv,1.233,1.5178
1728426300000,1105,2,0,dn,dn,-0.1,-0.09,nm,nm,2.3588,0.7412
1728426600000,1110,2,0,dn,dn,-0.05,-0.02,nm,nm,1.0159,0.2042
1728426900000,1115,2,0,up,up,0.06,0.1096,nm,nm,1.1978,1.1439
1728427200000,1120,2,0,dn,up,-0.03,0.19,nm,mv,0.5748,1.9918
1728427500000,1125,2,0,up,up,0.0796,0.29,nm,mv,1.5343,3.4793
1728427800000,1130,2,0,up,up,0.1404,0.0604,mv,nm,2.1983,0.7172
1728428100000,1135,2,0,up,dn,0.07,-0.08,nm,nm,0.8429,0.8511
1728428400000,1140,2,0,dn,dn,-0.15,-0.18,mv,mv,2.2876,1.5809
1728428700000,1145,2,0,dn,dn,0,-0.05,nm,nm,0,0.4439
1728429000000,1150,2,0,dn,dn,-0.03,-0.1,nm,nm,0.3212,0.8752
1728429300000,1155,2,0,dn,dn,-0.02,-0.16,nm,mv,0.2142,1.3291
1728429600000,1160,2,0,dn,dn,-0.05,-0.04,nm,nm,0.5567,0.3352
1728429900000,1165,2,0,dn,dn,-0.09,-0.02,mv,nm,1.3725,0.1658
1728430200000,1170,2,0,up,up,0.1,0.06,mv,nm,1.9912,0.4816
1728430500000,1175,2,0,dn,dn,-0.03,-0.0499,nm,nm,0.5126,0.4043
1728431100000,1185,2,0,dn,up,-0.01,0.05,nm,nm,0.1715,0.4054
1728431400000,1190,2,0,dn,up,-0.0099,0.07,nm,nm,0.1701,0.5603
1728431700000,1195,2,0,up,up,0.0699,0.0799,mv,nm,1.2002,0.6425
1728432000000,1200,2,0,up,dn,0.01,-0.04,nm,nm,0.1583,0.3198
1728432300000,1205,2,0,dn,dn,0,-0.1,nm,mv,0,0.8086
1728432600000,1210,2,0,dn,dn,-0.05,-0.06,mv,nm,1.5899,0.5171
1728432900000,1215,2,0,dn,dn,-0.05,-0.01,mv,nm,1.3987,0.0875
1728433200000,1220,2,0,up,up,0.04,0.04,nm,nm,0.983,0.3423
1728433800000,1230,2,0,dn,dn,0,-0.03,nm,nm,0,0.2612
1728434400000,1240,2,0,dn,dn,0,-0.02,nm,nm,0,0.1909
1728434700000,1245,2,0,dn,up,-0.03,0.05,nm,nm,0.9487,0.6586
1728435300000,1255,2,0,up,up,0.01,0.12,nm,mv,0.3123,1.6499
1728435600000,1260,2,0,up,up,0.07,0.07,mv,mv,2.4371,0.9731
1728436200000,1270,2,0,up,dn,0.04,0,mv,nm,1.2494,0
1728436800000,1280,2,0,dn,dn,-0.04,0,mv,nm,1.2494,0
1728437100000,1285,2,0,dn,up,0,0.23,nm,mv,0,3.2994
1728437400000,1290,2,0,up,up,0.04,0.05,mv,nm,1.0515,0.8641
1728437700000,1295,2,0,up,up,0.19,0.14,mv,mv,5.4102,2.4701
1728438000000,1300,2,0,dn,dn,-0.18,-0.48,mv,mv,2.5123,6.4073
1728438300000,1305,2,0,up,dn,0.13,-0.55,mv,mv,1.1795,7.3634
1728438900000,1315,2,0,dn,dn,-0.43,-0.58,mv,mv,3.6057,7.5568
1728439200000,1320,2,0,dn,dn,-0.25,-0.19,mv,mv,1.1975,1.351
1728439500000,1325,2,0,up,up,0.1,0.4,mv,mv,0.4527,2.1216
1728439800000,1330,2,0,dn,up,-0.04,0.04,nm,nm,0.1758,0.1781
1728440100000,1335,2,0,up,up,0.34,0.08,mv,nm,1.7236,0.3535
1728440400000,1340,2,0,dn,dn,-0.26,-0.43,mv,mv,1.0228,1.7151
1728440700000,1345,2,0,dn,dn,0,-0.18,nm,mv,0,0.7159
1728441000000,1350,2,0,dn,dn,-0.17,-0.19,mv,mv,0.8242,0.7514
1728441300000,1355,2,0,dn,dn,-0.01,-0.02,nm,nm,0.0518,0.0747
1728441600000,1360,2,0,dn,dn,-0.01,-0.06,nm,nm,0.0534,0.2232
1728442200000,1370,2,0,dn,dn,0,0,nm,nm,0,0
1728442500000,1375,2,0,dn,dn,-0.05,-0.06,nm,nm,0.4881,0.2234
1728442800000,1380,2,0,up,up,0.05,0.24,nm,mv,0.8257,0.9086
1728443100000,1385,2,0,dn,up,-0.06,0.19,nm,mv,0.877,0.7246
1728443400000,1390,2,0,up,up,0.25,0.31,mv,mv,6.9636,1.1862
1728444000000,1400,2,0,dn,dn,0,-0.13,nm,mv,0,0.4779
1728444300000,1405,2,0,up,dn,0.06,-0.04,nm,nm,0.5761,0.1484
1728444600000,1410,2,0,dn,dn,-0.19,-0.15,mv,mv,1.8356,0.5296
1728444900000,1415,2,0,up,up,0.09,0.12,mv,mv,0.6762,0.4307
1728445200000,1420,2,0,dn,dn,-0.05,-0.02,nm,nm,0.369,0.0763
1728445500000,1425,2,0,up,dn,0.08,-0.1,mv,nm,0.5948,0.4244
1728445800000,1430,2,0,dn,dn,-0.05,-0.17,nm,mv,0.5144,0.8559
1728446100000,1435,2,0,dn,up,-0.13,0.01,mv,nm,1.3154,0.0517
1728446400000,0,2,0,up,up,0.01,0.05,nm,nm,0.0983,0.2954
1728446700000,5,2,0,up,dn,0.13,-0.01,mv,nm,1.6764,0.0582
1728447000000,10,2,0,dn,up,-0.09,0.04,mv,nm,1.036,0.2354
1728447600000,20,2,0,dn,dn,-0.05,-0.05,nm,nm,0.5451,0.3531
1728448200000,30,2,0,up,dn,0.18,-0.03,mv,nm,2.1617,0.2213
1728448500000,35,2,0,dn,dn,-0.18,-0.32,mv,mv,1.5943,2.5031
1728448800000,40,2,0,dn,dn,-0.03,-0.14,nm,mv,0.2417,1.0901
1728449100000,45,2,0,dn,up,-0.11,0.23,mv,mv,0.8839,1.801
1728449400000,50,2,0,dn,up,0,0.24,nm,mv,0,1.6152
1728449700000,55,2,0,up,dn,0.34,-0.01,mv,nm,3.0557,0.0661
1728450000000,60,3,0,dn,dn,-0.1,-0.3,mv,mv,0.5668,1.995
1728450300000,65,3,0,dn,dn,-0.25,-0.08,mv,nm,1.4855,0.5179
1728450600000,70,3,0,up,dn,0.05,0,nm,nm,0.2757,0
1728450900000,75,3,0,up,up,0.12,0.2,mv,mv,0.6542,1.3682
1728451500000,85,3,0,dn,up,-0.17,0.02,mv,nm,0.9294,0.1365
1728451800000,90,3,0,up,up,0.25,0.05,mv,nm,1.2662,0.3468
1728452100000,95,3,0,dn,dn,-0.06,-0.15,nm,mv,0.3472,1.0009
1728452400000,100,3,0,dn,dn,-0.14,-0.18,mv,mv,0.8226,1.1982
1728453300000,115,3,0,up,dn,0.05,-0.18,nm,mv,0.3383,1.2008
1728453600000,120,3,0,dn,dn,-0.09,-0.28,mv,mv,0.6089,1.8815
1728453900000,125,3,0,dn,dn,-0.14,-0.24,mv,mv,0.9861,1.5644
1728454200000,130,3,0,dn,dn,-0.05,-0.12,nm,nm,0.3642,0.7681
1728454500000,135,3,0,dn,dn,-0.05,-0.12,nm,nm,0.7733,0.7247
1728454800000,140,3,0,dn,dn,-0.02,-0.13,nm,mv,0.3074,0.7679
1728455100000,145,3,0,dn,dn,-0.05,-0.11,nm,nm,0.8533,0.6484
1728455400000,150,3,0,dn,up,-0.06,0.11,nm,nm,1.555,0.6483
1728455700000,155,3,0,dn,up,0,0.27,nm,mv,0,1.6893
1728456000000,160,3,0,up,up,0.17,0.12,mv,mv,8.0387,0.7537
1728456300000,165,3,0,up,dn,0.1,-0.21,mv,mv,1.2585,1.4102
1728456900000,175,3,0,dn,dn,-0.15,-0.51,mv,mv,1.79,3.3439
1728457200000,180,3,0,dn,dn,-0.16,-0.2,mv,mv,1.5087,1.2648
1728457500000,185,3,0,dn,dn,-0.2,-0.14,mv,mv,1.6428,0.9221
1728457800000,190,3,0,up,up,0.16,0.06,mv,nm,1.1438,0.3261
1728458100000,195,3,0,dn,dn,-0.1,-0.01,mv,nm,0.6292,0.0541
1728458400000,200,3,0,dn,up,0,0.26,nm,mv,0,1.5224
1728458700000,205,3,0,up,up,0.09,0.09,mv,nm,0.7351,0.5211
1728459600000,220,3,0,up,up,0.17,0.48,mv,mv,1.3042,2.8205
1728459900000,225,3,0,dn,up,-0.17,0.26,mv,mv,1.2544,1.3692
1728460200000,230,3,0,up,up,0.48,0.39,mv,mv,3.7606,2.0229
1728460800000,240,3,0,dn,dn,-0.05,-0.39,nm,mv,0.2359,1.7056
1728461100000,245,3,0,dn,dn,-0.04,-0.38,nm,mv,0.1945,1.6498
1728461400000,250,3,0,dn,dn,-0.3,-0.46,mv,mv,1.4356,1.9163
1728461700000,255,3,0,dn,up,-0.04,0.02,nm,nm,0.1587,0.0779
1728462000000,260,3,0,dn,up,-0.12,0.2,mv,mv,0.495,0.7391
1728462300000,265,3,0,up,up,0.18,0.46,mv,mv,0.7565,1.5907
1728462600000,270,3,0,up,up,0.14,0.36,mv,mv,0.9913,1.2479
1728462900000,275,3,0,up,up,0.14,0.05,mv,nm,0.8733,0.1716
1728463200000,280,3,0,up,up,0.08,0.03,nm,nm,0.465,0.0986
1728463500000,285,3,0,dn,up,-0.17,0.07,mv,nm,1.5746,0.2227
1728463800000,290,3,0,up,up,0.12,0.27,mv,mv,0.8827,0.8721
1728464100000,295,3,0,up,up,0.12,0.11,mv,nm,1.031,0.392
1728464400000,300,3,0,up,up,0.03,0.31,nm,mv,0.2729,1.1337
1728464700000,305,3,0,dn,up,-0.04,0.22,nm,mv,0.377,0.8099
1728465000000,310,3,0,up,up,0.32,0.38,mv,mv,3.1147,1.3996
1728465300000,315,3,0,dn,up,-0.06,0.03,nm,nm,0.3949,0.1094
1728465600000,320,3,0,up,up,0.12,0.18,mv,mv,0.9424,0.659
1728466200000,330,3,0,dn,up,-0.03,0.14,nm,nm,0.2356,0.5007
1728466500000,335,3,0,up,up,0.09,0.2,nm,mv,0.6819,0.7484
1728466800000,340,3,0,up,up,0.08,0.09,nm,nm,0.6067,0.3392
1728467100000,345,3,0,up,dn,0.03,-0.19,nm,mv,0.244,0.7413
1728467400000,350,3,0,dn,up,-0.02,0.03,nm,nm,0.3069,0.1308
1728467700000,355,3,0,dn,up,-0.2,0.18,mv,mv,3.5588,0.9238
1728468000000,360,3,0,up,up,0.25,0.54,mv,mv,2.5812,3.5186
1728468300000,365,3,0,up,up,0.13,0.21,mv,mv,0.9624,1.3728
1728468600000,370,3,0,up,up,0.16,0.09,mv,nm,1.156,0.5891
1728468900000,375,3,0,dn,dn,-0.08,-0.05,nm,nm,0.5523,0.3082
1728469500000,385,3,0,up,up,0.01,0.11,nm,nm,0.065,0.7059
1728469800000,390,3,0,up,up,0.02,0.19,nm,mv,0.1312,1.2294
1728470100000,395,3,0,up,up,0.08,0.25,nm,mv,0.7309,1.5693
1728470400000,400,3,0,up,dn,0.09,-0.1,mv,nm,1.1201,0.6314
1728470700000,405,3,0,up,dn,0.08,-0.17,nm,mv,1.0638,1.0878
1728471000000,410,3,0,dn,dn,-0.27,-0.38,mv,mv,4.5494,2.4145
1728471300000,415,3,0,up,up,0.02,0.04,nm,nm,0.1595,0.2442
1728471600000,420,3,0,dn,dn,-0.13,0,mv,nm,1.0357,0
1728471900000,425,3,0,up,up,0.15,0.13,mv,nm,1.1166,0.6548
1728472200000,430,3,0,dn,dn,-0.02,-0.17,nm,mv,0.1377,0.8568
1728472500000,435,3,0,dn,dn,0,-0.2,nm,mv,0,1.013
1728472800000,440,3,0,dn,dn,-0.15,-0.21,mv,mv,1.1466,1.0647
1728473100000,445,3,0,dn,up,-0.05,0.14,nm,nm,0.5005,0.6954
1728473400000,450,3,0,dn,up,-0.01,0.17,nm,mv,0.1016,0.8153
1728473700000,455,3,0,up,up,0.2,0.14,mv,mv,2.2613,0.6675
1728474000000,460,3,0,dn,dn,-0.02,-0.24,nm,mv,0.1916,1.1357
1728474300000,465,3,0,dn,up,-0.04,0.04,nm,nm,0.3833,0.1896
1728474600000,470,3,0,dn,up,-0.18,0.1515,mv,mv,1.7126,0.8696
1728474900000,475,3,0,up,up,0.26,0.27,mv,mv,2.3204,1.5334
1728475200000,480,3,0,up,up,0.0715,0.06,nm,nm,0.4771,0.3433
1728475500000,485,3,0,dn,dn,-0.0615,-0.1515,nm,mv,0.4131,0.8476
1728475800000,490,3,0,up,up,0.05,0.06,nm,nm,0.368,0.3191
1728476100000,495,3,0,dn,dn,-0.14,-0.08,mv,nm,1.0278,0.4368
1728476400000,500,3,0,up,up,0.15,0.15,mv,mv,1.0152,0.8568
1728476700000,505,3,0,dn,dn,-0.09,-0.28,mv,mv,0.6871,1.5983
1728477000000,510,3,0,up,dn,0.09,-0.27,mv,mv,0.8888,1.5695
1728477300000,515,3,0,dn,dn,-0.28,-0.18,mv,mv,2.6988,1.1945
1728477600000,520,3,0,dn,up,-0.08,0.19,mv,mv,0.5411,1.151
