FT,FullK,diffKD,OB,OS,vol,s15,s30,s60,ToD,Inertias,percBB,spreadRSI,ADX,RSI,Wpercent,acc,CLASS
1727154000000,100,1.2821,1,0,69,0.14,0.62,0.78,60,102.2603,141.2169,5.9909,20.0855,74.3548,-0,0.87,_4up
1727154300000,100,1.2821,1,0,97,0.25,0.62,0.88,65,135.1106,135.1381,2.0181,22.4652,76.1709,-0,0.86,_4up
1727154600000,100,0,1,0,12,0.45,0.53,0.9,70,90.0292,144.1445,4.0385,25.3744,80.028,-0,0.83,_1dn
1727154900000,99.1667,-0.5556,1,0,1,0.21,0.41,0.97,75,7.7753,125.2776,1.0239,28.0412,79.3276,-1.0204,0.48,_1dn
1727155200000,99.1667,-0.2778,1,0,3,0.12,0.44,0.89,80,23.1166,113.1885,16.0435,27.838,79.3276,-1.0309,0.23,_2dnR
1727155500000,80,-12.7778,1,0,2,-0.23,0.21,0.66,85,18.5844,73.6521,-1.3916,27.6518,63.9969,-24.7423,0.05,_4up
1727156400000,84.8214,-3.1746,1,0,100,0.09,0.05,0.73,100,794.9577,78.1415,-1.0732,27.8718,66.1678,-17.5258,-0.19,_4up
1727156700000,91.0714,5.7738,1,0,50,0.14,0.03,0.72,105,508.6363,86.5959,-0.7961,28.4473,68.2558,-12.1951,0.01,_3upR
1727157000000,100,8.0357,1,0,18,0.2,0.04,0.56,110,176.8426,113.0656,0.2951,29.6016,71.7839,-0,-0.31,_2dnR
1727157300000,100,2.9762,1,0,300,0.14,0.3,0.46,115,1084.5793,108.1143,-0.4257,30.7058,72.0446,-0,-0.35,_2dnR
1727157600000,100,0,1,0,302,0.06,0.3,0.51,120,669.1978,106.2923,2.881,31.2401,72.5971,-0,-0.41,_3upR
1727158200000,92.233,-5.178,1,0,195,-0.06,0.15,0.43,130,345.6384,74.2673,3.4648,31.485,66.8336,-15.6863,-0.23,_4up
1727158500000,98.0583,1.2945,1,0,2,0.01,0.14,0.26,135,3.9451,94.774,0.6856,31.7095,68.8566,-6.25,-0.41,_4up
1727159100000,100,3.2362,1,0,3,0.07,0.07,0.2,145,6.256,102.0517,4.0682,31.9153,69.8593,-0,-0.6,_4up
1727159400000,100,0.6472,1,0,183,0.13,0.13,0.18,150,317.7198,135.0214,8.191,32.7738,73.0184,-0,-0.58,_4up
1727159700000,100,0,1,0,13,0.22,0.2,0.49,155,31.8573,137.9503,4.2514,33.917,74.7506,-0,-0.3,_4up
1727160000000,100,0,1,0,220,0.29,0.29,0.53,160,611.0767,136.8409,5.6072,35.2982,76.4032,-0,-0.18,_4up
1727160300000,100,0,1,0,1448,0.31,0.44,0.65,165,1326.0815,164.2428,6.6977,37.4105,80.7547,-0,0.29,_4up
1727160600000,100,0,1,0,503,0.36,0.56,0.67,170,363.4148,156.4569,4.2236,39.6612,82.4291,-0,0.42,_4up
1727160900000,86.5385,-8.9744,1,0,655,0.35,0.64,0.64,175,371.2093,146.2397,4.9672,42.3058,83.637,-17.5,0.47,_3upR
1727161200000,100,4.4872,1,0,86,0.35,0.69,0.82,180,50.3739,154.7064,2.2033,44.9097,86.7581,-0,0.66,_1dn
1727161500000,100,4.4872,1,0,1086,0.29,0.67,0.85,185,465.5246,135.1847,17.0143,44.5316,87.004,-0,0.6,_1dn
1727162100000,88.3929,-7.7381,1,0,50,-0.11,0.46,0.75,195,22.3801,104.047,3.4455,44.1851,76.8827,-14.4444,0.39,_1dn
1727162400000,82.8571,-7.5595,1,0,100,0.03,0.19,0.66,200,69.0589,88.9635,2.4062,43.3162,73.3047,-20.4545,0,_1dn
1727162700000,47.9592,-25.1105,0,0,52,-0.38,-0.22,0.36,205,43.8518,25.1127,5.7471,39.7174,54.9067,-57.9545,-0.41,_2dnR
1727163000000,7.7778,-38.4203,0,0,12,-0.65,-0.81,0.05,210,14.7973,-34.5484,-1.4185,38.1776,43.3874,-94.3182,-0.76,_4up
1727163300000,41.1111,8.8284,0,0,63,-0.17,-0.32,0.18,215,78.9878,17.3381,-0.4171,35.3297,53.3886,-63.8554,-0.65,_4up
1727163600000,42.2222,11.8519,0,0,13,0.24,-0.39,0.15,220,76.6315,15.8295,2.3436,33.1286,53.6862,-62.6506,-0.71,_4up
1727163900000,82.2222,27.037,0,0,406,0.42,0.02,0.43,225,1075.6321,83.7587,5.2928,31.4475,62.969,-19.2771,-0.26,_4up
1727164200000,90.9091,19.1246,0,0,49,0.58,0.28,0.29,230,141.1036,93.7108,2.4166,30.2431,64.685,-9.6386,-0.4,_4up
1727164500000,92,3.6229,1,0,161,0.42,0.8,0.33,235,392.1263,108.4102,5.4032,29.9165,67.1741,-8.4211,0.02,_4up
1727164800000,100,5.697,1,0,2957,0.28,0.7,0.14,240,1389.7165,112.966,19.0658,27.5452,68.7747,-0,0.38,_4up
1727165100000,100,2.6667,1,0,959,0.35,0.92,0.47,245,361.9449,126.3782,8.3401,25.7034,71.4338,-0,0.1,_4up
1727165400000,94.8718,-3.4188,1,0,1212,0.84,0.66,0.41,250,361.9018,120.2074,8.5762,24.3358,71.808,-5.1282,0.15,_4up
1727165700000,100,1.7094,1,0,871,0.21,0.58,0.6,255,240.67,125.2793,9.7418,23.4035,74.3714,-0,0.12,_2dnR
1727166000000,94.5205,-1.9436,1,0,1513,0.26,0.64,0.91,260,338.4015,125.364,11.0647,23.3344,76.5329,-5.4795,0.41,_2dnR
1727166300000,97.9452,0.4566,1,0,430,0.23,1.16,1.36,265,92.9496,117.5209,7.5545,23.271,77.3349,-2.0548,0.76,_1dn
1727166600000,85.6164,-7.0776,1,0,562,-0.01,0.21,1,270,173.7907,91.5712,7.5274,22.4031,68.1831,-16.2791,0.89,_2dnR
1727166900000,87.6712,-2.7397,1,0,241,-0.13,0.16,1.11,275,85.5525,89.6245,4.2869,21.6076,68.8533,-13.9535,0.7,_3upR
1727167200000,84.2466,-1.5982,1,0,579,-0.05,0.03,0.78,280,236.3919,76.5637,4.7123,20.1208,66.3137,-19.3277,0.64,_3upR
1727167500000,81.5068,-2.968,1,0,500,-0.11,-0.07,0.52,285,223.8564,60.6434,5.3923,18.6261,64.2456,-22.6891,-0.03,_3upR
1727167800000,89.726,4.5662,1,0,500,0.09,-0.1,0.57,290,304.567,86.2997,3.7741,17.5475,67.5569,-12.605,-0.17,_2dnR
1727168100000,95.2055,6.3927,1,0,100,0.33,0.11,1.12,295,69.0639,107.1931,4.4208,16.9755,69.6041,-5.8824,-0.59,_1dn
1727168400000,88.3721,-2.7291,1,0,3032,0,0.01,0.27,300,1049.7052,70.6478,4.8285,15.5731,65.1212,-33.3333,-0.89,_1dn
1727168700000,77.5194,-9.5129,0,0,928,-0.22,-0.05,0.05,305,282.084,-7.6552,0.2316,14.6823,57.9908,-72.5,-0.9,_1dn
1727169000000,71.4286,-7.6781,0,0,890,-0.12,0.06,-0.08,310,256.2963,-36.9814,5.957,13.7641,55.6181,-85,-0.91,_1dn
1727169300000,58.8235,-10.4336,0,0,5150,-0.21,-0.34,-0.29,315,831.9522,-64.4983,0.3717,13.1758,49.0502,-100,-0.8,_2dnR
1727169600000,43.6975,-14.2857,0,0,4042,-0.51,-0.6,-0.62,320,489.1284,-70.7932,-0.4517,13.6669,42.4828,-95.5224,-1.15,_3upR
1727169900000,55.4622,2.8011,0,0,115,-0.14,-0.31,-0.35,325,13.9025,-17.463,-3.5455,13.7868,48.3504,-73.0159,-1.02,_1dn
1727170500000,15.7143,-22.577,0,0,724,0.06,-0.31,-0.43,335,104.5788,-19.5708,-1.6144,14.285,46.1493,-82.5397,-0.74,_2dnR
1727170800000,12.8571,-15.1541,0,0,501,-0.08,-0.45,-0.37,340,75.0724,-12.389,-2.798,14.983,45.3978,-85.7143,-0.51,_2dnR
1727171100000,0,-9.5238,0,1,848,-0.17,-0.34,-0.33,345,127.5402,-25.1271,-4.9455,15.9594,41.0249,-100,-0.51,_3upR
1727171400000,16.4384,6.6732,0,1,193,0.05,0.04,-0.46,350,51.4458,9.8774,-3.4483,15.915,46.6328,-81.8182,-0.06,_2dnR
1727171700000,18.9873,7.1788,0,1,1322,0.06,-0.14,-0.6,355,611.281,3.9812,0.5169,16.8976,44.3333,-80,0.07,_3upR
1727172000000,16,-1.1419,0,1,574,-0.09,-0.14,-0.48,360,236.1657,1.6851,-3.4848,17.7983,43.1722,-82.0896,-0.13,_4up
1727172300000,17.3333,-0.1069,0,1,400,0.11,-0.03,-0.41,365,178.4843,8.079,-4.741,18.5371,43.7083,-80.303,-0.16,_4up
1727172600000,36,12.8889,0,0,892,0.19,0.18,-0.39,370,361.3001,73.0275,0.64,18.0445,50.7977,-59.0909,0.17,_2dnR
1727172900000,50.6667,16,0,0,11890,0.25,0.17,-0.05,375,1333.9649,146.4037,0.4085,16.7117,55.5916,-11.6279,0.4,_2dnR
1727173200000,49.3333,4,0,0,1685,0.19,0.35,0.2,380,172.2618,133.7888,0.5606,15.6937,55.0596,-5.1282,0.38,_3upR
1727173500000,32,-12,0,0,300,-0.1,0.16,-0.05,385,32.6548,58.8561,-2.6049,15.2996,48.4798,-38.4615,0.61,_2dnR
1727173800000,53.7313,8.7098,0,0,1043,0.05,0.23,0.1,390,110.2395,118.0141,-1.8059,14.0334,54.0137,-7.6923,0.7,_1dn
1727174400000,65.1515,14.8572,0,0,992,0.2,0.25,0.27,400,101.1467,133.0289,1.3611,13.8107,56.9559,-14,0.74,_1dn
1727174700000,24.2857,-23.4371,0,0,3487,-0.23,-0.21,0.04,405,307.8506,2.0681,4.6445,14.4237,43.8416,-68.5185,0.18,_1dn
1727175000000,30.303,-9.6104,0,0,1489,-0.43,-0.27,-0.17,410,283.3476,-31.0152,2.4743,15.4799,40.7694,-69.697,0.05,_1dn
1727175300000,1.1236,-17.4472,0,1,2136,-0.58,-0.61,-0.4,415,386.7224,-85.4764,6.5901,17.2738,30.0494,-98.8764,-0.63,_1dn
1727175600000,0,-10.4755,0,1,30670,-1.1,-1.49,-1.21,420,1315.1863,-93.9185,9.8961,20.6138,19.871,-100,-1.37,_3upR
1727175900000,2.6455,1.3891,0,1,8165,-1.32,-1.81,-1.47,425,296.5685,-63.0373,0.8929,24.0669,18.0078,-97.3545,-1.53,_4up
1727176200000,12.5628,7.4934,0,1,4871,-0.82,-1.44,-1.42,430,163.361,-32.286,-0.034,27.372,21.816,-87.4372,-1.57,_4up
1727176500000,25.1256,11.681,0,0,12145,0.33,-0.96,-1.33,435,348.2155,-3.4168,-1.65,29.257,30.6062,-74.8744,-1.18,_4up
1727176800000,35.1759,10.8878,0,0,4233,0.56,-0.77,-1.1,440,116.1603,17.6615,-1.9445,29.8867,36.8067,-64.8241,-1.12,_4up
1727177100000,37.2362,4.7236,0,0,5046,0.481,-0.329,-0.979,445,132.4641,26.6404,-4.1658,30.2442,38.0447,-62.7638,-0.529,_4up
1727177400000,57.2864,14.0536,0,0,75690,0.59,0.97,-0.71,450,1176.6728,62.4959,3.879,28.4793,48.712,-42.7136,0.69,_3upR
1727177700000,68.3417,14.0536,0,0,5715,0.69,1.22,-0.6,455,90.9616,86.8488,0.5099,26.1082,53.5251,-31.6583,0.97,_2dnR
1727178000000,64.3216,1.005,0,0,44172,0.43,1.02,-0.41,460,515.1639,89.3223,-0.7797,24.1235,51.604,-24.2604,0.73,_1dn
1727178300000,62.3116,-2.6801,0,0,793,0.08,0.69,-0.22,465,10.0189,91.6203,-3.8142,22.1421,50.6131,-18.9542,0.88,_2dnR
1727178600000,56.7839,-4.3551,0,0,2399,-0.17,0.46,-0.34,470,30.7005,86.1108,-3.5021,20.7195,47.8564,-24.6667,0.77,_2dnR
1727178900000,49.2462,-6.8677,0,0,7293,-0.28,0.13,-0.09,475,91.675,69.6283,-2.541,20.1459,44.2695,-31.9917,0.989,_3upR
1727179200000,55.2764,1.5075,0,0,5541,-0.08,-0.06,0.93,480,143.7041,78.017,1.0913,18.752,47.6911,-23.6641,1.33,_3upR
1727179500000,56.2814,2.6801,0,0,3946,0.12,-0.18,0.98,485,105.1606,74.2372,-0.9561,17.4743,48.2686,-22.2762,1.46,_3upR
1727179800000,65.6805,6.6011,0,0,12034,0.11,-0.15,0.85,490,642.9396,65.4966,2.0556,16.9791,47.9797,-28.0271,1.5,_2dnR
1727180100000,83.6601,15.1195,0,0,2336,0.15,0.1,0.73,495,119.1486,96.4606,2.3188,15.7005,53.1773,-17.1095,1.16,_1dn
1727180400000,77.3333,1.7754,0,0,2730,0.08,0.16,0.49,500,137.916,57.5344,0.7232,14.6248,49.3781,-34.6486,0.86,_1dn
1727180700000,73.56,-4.6245,0,0,3736,-0.04,0.06,0.21,505,210.8213,-0.3284,-0.9052,13.7875,46.3667,-60.3803,0.449,_2dnR
1727181000000,53.4351,-14.6744,0,0,2973,-0.4905,-0.36,-0.39,510,183.1413,-71.0071,2.0595,14.0957,38.8675,-100,-1.11,_4up
1727181300000,53.4351,-6.7083,0,0,48857,-0.42,-0.31,-0.53,515,1148.8422,-45.9583,-0.5585,14.7822,38.8675,-85.9155,-1.56,_3upR
1727181600000,51.6511,-1.1893,0,0,1857,-0.15,-0.23,-0.39,520,50.7676,-5.4957,-2.4624,15.2364,42.6725,-70.4225,-1.27,_3upR
1727181900000,62.593,6.6999,0,0,6908,0.239,-0.1715,-0.091,525,176.0854,67.2825,1.0581,14.4418,50.0936,-39.5775,-0.931,_3upR
1727182200000,45.672,-7.6334,0,0,53687,0.2496,-0.1896,0.0004,530,778.0282,41.4938,-0.9963,13.4078,47.3863,-52.0563,-0.5896,_4up
1727182500000,57.6184,2.324,0,0,9492,0.24,0.09,0.11,535,131.2468,74.428,-0.0284,12.3304,50.9627,-36.6197,-0.189,_4up
1727182800000,87.0679,23.6151,0,0,6039,0.29,0.49,0.21,540,81.5324,132.5012,-0.7291,12.0553,57.566,-4.2254,0.61,_3upR
1727183100000,98.7952,17.6347,1,0,9088,0.47,0.7292,0.4,545,178.8114,144.6341,0.9702,12.4951,61.049,-1.2048,0.95,_3upR
1727183400000,95.7447,1.8754,1,0,24425,0.36,0.69,0.46,550,381.7205,138.6632,-1.7961,13.367,62.9449,-4.2553,0.86,_2dnR
1727183700000,93.617,-2.4353,1,0,37796,0.2,0.49,0.2795,555,460.8653,123.2848,-0.6073,13.9629,62.1203,-6.383,0.411,_1dn
1727184000000,93.0693,-1.0744,1,0,5360,0.07,0.59,0.41,560,99.6088,120.3093,-1.3205,14.8276,63.6777,-6.9307,0.5696,_1dn
1727184300000,68.2692,-16.716,0,0,58110,-0.16,0.17,0.35,565,706.5343,77.0754,8.0658,14.1539,54.3357,-31.7308,0.18,_1dn
1727184600000,33.6538,-31.3436,0,0,1212128,-0.57,-0.33,0.16,570,1539.5172,10.4245,13.3419,15.1094,43.451,-66.3462,0,_1dn
1727184900000,5.2885,-30.4487,0,0,418920,-0.895,-0.815,-0.0358,575,407.4657,-39.6537,1.9452,16.2083,36.8517,-95.6311,-0.415,_1dn
1727185200000,17.094,-1.5848,0,1,551990,-0.64,-0.8,-0.14,580,412.6256,-30.2331,-0.0476,17.6508,37.3793,-82.906,-0.59,_1dn
1727185500000,17.1875,3.9975,0,1,349156,-0.33,-0.94,-0.41,585,229.5884,-28.8783,8.177,17.942,35.4412,-82.8125,-0.709,_1dn
1727185800000,11.0714,-4.0462,0,1,263982,-0.26,-1.155,-0.555,590,157.8065,-36.0636,3.5962,18.6238,31.7499,-88.9286,-0.9854,_1dn
1727186100000,6.4968,-5.0884,0,1,316089,-0.5079,-1.138,-0.968,595,173.2413,-38.8345,4.5278,19.7962,27.9252,-93.5032,-1.188,_1dn
1727186400000,15.8576,4.7157,0,1,1159290,-1.5399,-1.87,-2.24,600,645.8468,-76.078,12.984,23.4759,16.7508,-84.1424,-2.48,_3upR
1727186700000,32.6861,14.3392,0,0,738428,-0.83,-1.095,-1.91,605,372.551,-22.6446,1.3827,26.8489,30.6561,-67.3139,-1.805,_2dnR
1727187000000,25.5663,0.863,0,0,322331,-0.84,-1.3399,-2.13,610,174.443,-22.0718,-3.7108,28.9716,28.4619,-74.4337,-2.02,_2dnR
1727187300000,25.89,-2.1575,0,0,259985,0.26,-1.2299,-2.17,615,144.8279,-10.6724,-6.2969,31.0857,28.7149,-74.11,-1.681,_1dn
1727187600000,25.7023,-0.0173,0,0,383276,-0.1958,-1.0458,-2.2058,620,205.5314,-3.2532,-1.0695,33.6481,28.6508,-74.2977,-1.6504,_1dn
1727187900000,18.3948,-4.9342,0,0,259620,-0.2216,-1.0616,-2.1916,625,141.7276,-10.437,-7.6995,35.9969,26.1694,-79.9859,-1.3136,_2dnR
1727188200000,14.8867,-4.7745,0,1,347502,-0.33,-0.08,-1.9,630,256.1967,-9.2908,-7.4483,38.2098,25.0339,-80.9917,0.3,_4up
1727188500000,2.5478,-9.3953,0,1,288573,-0.81,-0.96,-2.075,635,263.9412,-27.2519,-8.6054,40.706,21.0764,-96.7213,-0.215,_4up
1727188800000,20,7.5218,0,1,516251,-0.04,-0.26,-1.5999,640,427.8289,17.1399,-4.3461,42.4562,34.2594,-74.4,0.57,_4up
1727189100000,35.4688,16.1299,0,0,329816,0.595,0.235,-1.0049,645,264.7164,70.2075,-0.2094,41.5644,44.3065,-47.9191,1.125,_4up
1727189400000,50.3125,15.0521,0,0,287371,1.48,0.66,-0.34,650,241.9873,131.7069,1.6122,39.1502,51.9877,-22.4059,1.8508,_3upR
1727189700000,64.3661,14.317,0,0,354657,1.2588,1.2188,0.1588,655,285.776,156.8122,0.8052,36.1127,56.0117,-9.6455,2.3584,_3upR
1727190000000,75.4941,12.1032,0,0,352187,0.75,1.37,1.26,660,283.4973,134.605,-1.9275,33.3283,56.1672,-9.1125,3.25,_3upR
1727190300000,77.996,5.3773,0,0,149704,0.3399,1.8199,0.8499,665,128.934,123.4169,-3.7188,30.7759,56.7609,-7.2139,2.9049,_3upR
1727190600000,85.6,5.9033,0,0,410336,0.25,1.5,1.24,670,373.1069,123.0793,2.0182,29.2557,59.6049,-12.2951,2.83,_3upR
1727190900000,91.3934,6.397,1,0,173263,0.325,1.07,1.33,675,171.7133,116.2194,-1.0567,27.8622,60.932,-8.6066,2.325,_3upR
1727191200000,93.4426,3.2973,1,0,162877,0.36,0.67,1.33,680,173.8379,108.5324,-2.9318,26.5848,61.6947,-6.5574,1.7208,_3upR
1727191500000,91.117,-0.8673,1,0,231261,0.1055,0.3605,1.5705,685,267.2638,97.85,-1.1887,25.83,60.9291,-8.883,1.4053,_3upR
1727191800000,93.6475,0.9118,1,0,166757,0.2042,0.5392,1.9042,690,220.3313,102.6367,-0.8221,25.5415,64.1186,-6.3525,0.5642,_3upR
1727192100000,92.3372,-0.0301,1,0,205824,0.12,0.49,2.28,695,260.6824,98.2209,-0.7233,24.6637,63.1261,-7.6628,1.4401,_4up
1727192400000,95,1.3384,1,0,191263,0.2095,0.3345,1.8395,700,289.2007,105.7793,-2.0882,24.0528,64.3495,-6.5578,0.5995,_4up
1727192700000,96.2687,1.7334,1,0,267538,0.12,0.34,1.42,705,373.5185,121.8382,-0.5725,23.9111,66.1227,-6.4897,0.125,_4up
1727193000000,96.5418,0.605,1,0,406759,0.96,1.06,1.74,710,474.1262,185.6584,7.7964,25.6383,76.0706,-6.3492,0.3642,_1dn
1727193300000,86.4553,-6.6333,1,0,429833,0.52,0.73,1.11,715,441.4125,123.5319,2.6383,27.2216,66.4019,-26.8571,-0.4709,_3upR
1727193600000,92.219,0.4803,1,0,181932,0.62,0.74,1.295,720,185.2506,130.7672,-3.9694,28.673,68.8685,-15.8824,-0.5842,_2dnR
1727193900000,86.7406,-1.731,1,0,142689,-0.3401,0.6199,1.0899,725,150.9179,99.7314,-4.2277,29.8908,63.9967,-29.3057,-1.21,_3upR
1727194200000,91.2281,1.1655,1,0,146890,0.21,0.74,1.075,730,159.7455,114.0936,0.3379,30.159,66.8261,-17.3611,-0.7595,_1dn
1727194500000,86.7004,-1.5226,1,0,97212,-0.0393,0.58,0.92,735,118.4962,98.1237,-2.765,30.4048,65.2291,-22.3022,-0.515,_2dnR
1727194800000,76.1905,-8.5158,0,0,187017,0.03,-0.33,0.73,740,270.0996,74.0705,1.6665,29.9275,61.4887,-33.5821,-1,_3upR
1727195100000,67.7143,-9.1541,0,0,176049,-0.345,-0.105,0.635,745,323.3484,51.0611,3.0375,28.1825,58.4835,-42.1642,-0.4467,_4up
1727195400000,79.1176,4.7768,0,0,140698,-0.045,-0.0843,0.655,750,270.4677,77.4649,1.397,26.6654,62.167,-26.4925,-0.6192,_3upR
1727195700000,85.0318,7.7439,0,0,242440,0.195,0.245,0.845,755,419.2627,92.2714,-0.6485,25.8112,64.1498,-19.9169,-0.235,_2dnR
1727196000000,92.8356,7.1739,1,0,690073,0.4854,0.1354,0.9054,760,771.1936,118.7265,2.1746,25.8406,66.547,-9.1754,-0.1741,_1dn
1727196300000,82.8947,-4.026,1,0,198723,0.23,0.18,0.76,765,208.3717,110.0083,3.4916,26.2356,65.1132,-23.7443,-0.17,_1dn
1727196600000,63.2721,-16.3954,0,0,143277,-0.1799,0.0201,-0.2899,770,154.2718,22.1991,1.4772,25.6544,56.8722,-57.4362,-1.0299,_2dnR
1727196900000,48.8095,-16.1826,0,0,150837,-0.5525,-0.0525,-0.1625,775,164.8294,-38.2886,-1.184,23.9323,51.474,-80.0532,-0.807,_4up
1727197200000,51.0204,-3.3469,0,0,105390,-0.47,-0.23,-0.3193,780,117.7388,-14.6362,-0.6609,22.1663,52.2302,-76.5957,-0.9908,_4up
1727197500000,54.195,2.8533,0,0,172760,-0.12,-0.24,0.01,785,202.1822,21.2392,-0.5092,20.8105,55.0514,-63.8298,-0.8349,_3upR
1727197800000,75.656,15.3655,0,0,85615,0.4507,-0.1043,0.0457,790,171.0377,104.8801,1.6553,20.1886,61.2098,-32.3723,-0.8302,_2dnR
1727198100000,77.1689,8.1623,0,0,133007,0.49,0,0.19,795,288.1249,111.4698,-4.0028,19.781,62.246,-26.5957,-0.57,_2dnR
1727198400000,44.1489,-21.509,0,0,71258,0.08,-0.045,0.035,800,169.8719,36.79,0.5921,18.4037,54.2407,-55.8511,0.3449,_3upR
